,attr_MedInc,attr_HouseAge,attr_AveRooms,attr_AveBedrms,attr_Population,attr_AveOccup,attr_Latitude,attr_Longitude,observed,predicted,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
0,0.3382432516465264,0.017676208704965304,-0.028732067244555168,0.04287598919038958,-0.021836080772910077,-0.1739907779165416,-0.4523728327872955,-0.5515826586496098,0.44247445464134216,0.37277257442474365,0.3441125,0.078431375,0.04405762,0.021458114,0.12827784,0.0017233785,0.65993625,0.30976096
1,0.7194342862845446,0.12212318262630696,-0.06275684432044273,0.10581088877376343,0.012116231606625828,-0.26630207830728925,-0.38735554485198775,-0.6829228675216379,1.0,0.7688372731208801,0.5290617,0.43137255,0.04988868,0.018508062,0.042187445,0.0020146281,0.18065888,0.57669324
2,0.08614456316069932,0.08115861573870516,-0.057397584081224584,0.08329721380764053,-0.0012581142264798276,-0.12311543570086778,-0.459012966237628,-0.575928296951577,0.14866124093532562,0.22523793578147888,0.12648101,0.29411766,0.02066811,0.024268365,0.04162728,0.001099605,0.5812965,0.29780877
3,0.18398560912351525,0.3161247097704702,-0.17138457606576188,0.15251435866882895,0.04362117382277508,-0.11198779374332135,-0.4296405225553397,-0.5847418906197944,0.5789687633514404,0.6020588278770447,0.18787327,0.5294118,0.023693133,0.023901558,0.089136295,0.000813132,0.17109458,0.58964145
4,0.15749553224148954,0.30481151637659953,-0.09435703521722039,0.08755577624469653,0.006632763309226846,-0.1697851762258097,-0.4539072416093179,-0.9030555007240535,0.1938156932592392,0.12987004220485687,0.24343802,0.84313726,0.036873367,0.01729249,0.027588138,0.0013373605,0.40170032,0.50199205
5,0.16243854088730075,0.033124007972009734,0.010255998343930733,0.03686125927667311,-0.009530038278861494,-0.1634798080780888,-0.4486034558413487,-0.5227347331550003,0.28618645668029785,0.30165913701057434,0.24181046,0.21568628,0.034366302,0.02436282,0.023036797,0.0017356825,0.7098831,0.33964142
6,0.14646130993062473,0.5693365386189343,-0.17075162792850596,0.13532888964465725,0.049147145325919454,-0.1528652962042282,-0.7887615899950426,-0.5292574455114587,0.40247464179992676,0.46256524324417114,0.15429442,1.0,0.025503866,0.019933706,0.049749676,0.0010940935,0.5664187,0.20717132
7,-0.013277844000728347,0.04308553410819797,-0.04130662034626841,0.09632034224384542,-0.025522882293778998,-0.09256298401109293,-0.34253901006901066,-0.4614212869033332,0.6391746997833252,0.35880139470100403,0.022061765,0.09803922,0.01286151,0.022440989,0.018870566,0.00080165215,0.17321998,0.59561753
8,0.5851823289602702,0.19951671193471793,-0.0588564929338975,0.11178941845145578,0.024684937770317106,-0.18886984836539655,-0.546752528232103,-0.6618948197376534,0.7661844491958618,0.659079372882843,0.4180494,0.5686275,0.045045238,0.020035312,0.046458706,0.0014103391,0.5621679,0.23306774
9,0.15820180780738435,0.1549237002970413,-0.08154155845127257,0.08099695927870443,0.009127746490675446,-0.33076139585265724,-0.26552829124452587,-0.5987609635461894,0.2480422705411911,0.3215220272541046,0.1926732,0.47058824,0.027647234,0.021891152,0.058642298,0.0029053092,0.44952178,0.25896415
10,0.5776581791867113,0.42806586530854684,-0.13205275022717913,0.14500983451955596,0.031179095386451087,-0.22302245928680853,-0.353081321684531,-0.7337802484231307,1.0,0.92933189868927,0.4865657,0.74509805,0.035202812,0.018495997,0.03231453,0.001565914,0.1445271,0.59163344
11,0.4105569082276775,0.35770129917040727,-0.13407675501241975,0.14961764335602484,0.01621404659800682,-0.20974095115643435,-0.5297708262418159,-0.5603480373085186,1.0,0.706070065498352,0.3082785,1.0,0.04139224,0.023324007,0.02790323,0.0015331015,0.53453773,0.1992032
12,0.22934470523632994,0.13307485296262886,-0.1725500690398519,0.13378980353005598,0.07259272023544384,-0.17091193451988984,-0.4260793957366611,-0.5294974600176969,0.3274233937263489,0.46432623267173767,0.21037641,0.19607843,0.02450261,0.021717412,0.108041875,0.0012639982,0.17428268,0.54780877
13,0.09256138999200554,0.3185416035807533,-0.09800465901234386,0.11883813273184722,0.025354996768129134,-0.31166886402747906,-0.25157162880481104,-0.742262246852698,0.29134106636047363,0.34189966320991516,0.12099143,0.54901963,0.016237967,0.019444944,0.04883941,0.002459022,0.13177471,0.61354584
14,0.40777874595427455,0.19923256081572285,-0.0948481028083889,0.11628496521569053,0.003654748944933209,-0.20479158876746645,-0.31655730612690414,-0.8468220886956885,0.41670137643814087,0.4564664661884308,0.38938773,0.49019608,0.049633726,0.020859158,0.063543744,0.0016070944,0.15834218,0.7171315
15,0.37180430942313275,0.2905852636470982,-0.1791987330041891,0.13630508076459447,0.043228280029393065,-0.19538788179067984,-0.46746637554074666,-0.6689553385548531,0.6822673082351685,0.5218467712402344,0.27841684,0.74509805,0.03449281,0.021210046,0.05349578,0.0013831154,0.50584483,0.2440239
16,0.35819381638149783,0.45983996841009456,-0.19028598942847338,0.14775103974355566,0.04731353705458179,-0.2290266057319041,-0.6067954030942005,-0.5196914963610305,0.624123215675354,0.6588358879089355,0.26834112,1.0,0.033706684,0.020646734,0.04148724,0.0016355994,0.5526036,0.18525897
17,0.25935304730109693,0.3089302626332502,-0.1537661289281462,0.14895021365461011,0.03667039671223396,-0.21803672850616354,-0.31348932339945956,-0.7778819070572439,0.3286604881286621,0.49045607447624207,0.26978248,0.5882353,0.026657315,0.019963961,0.06592445,0.0015022161,0.1477152,0.6314741
18,0.06719568423413813,0.06919024935615627,-0.016773139909335953,0.0567692238688523,-0.0021778367268405242,-0.3208011218960167,-0.21340439362422867,-0.7393520759232474,0.4329899549484253,0.09107547998428345,0.17586654,0.37254903,0.023890488,0.021365238,0.005881735,0.0031620667,0.36981934,0.45318726
19,0.3749876147968895,0.48436108337954836,-0.15682554959620632,0.1453334382855334,0.022501908500110558,-0.22555409240162452,-0.3832039762817149,-0.7138931189783443,0.6940197944641113,0.7647322416305542,0.3614157,0.92156863,0.03174805,0.018103652,0.024157126,0.0015237813,0.15621679,0.5926295
20,0.5628624078350597,0.02087173516097297,-0.015530119698136995,0.11015488010081488,0.013853813993577015,-0.27788026593151016,-0.15055857442372417,-0.8314889324265005,0.6729889512062073,0.6241183876991272,0.49089667,0.078431375,0.043959048,0.019762846,0.047614045,0.0021646044,0.106269926,0.66434264
21,0.20052405393416434,0.32161978468352176,-0.157495811776248,0.14140519987239045,0.027583039456025357,-0.3088112224662332,-0.32629792635453064,-0.7145915501932736,0.31257808208465576,0.38178446888923645,0.21653494,0.627451,0.025649061,0.021257514,0.058432236,0.0022695994,0.15196599,0.62151396
22,0.27116693723501023,0.009783989997656279,-0.012645248330670723,0.05814031405092038,-0.015681867364667774,-0.21996239853784189,-0.28931402357153996,-0.6060286006066462,0.3028874099254608,0.39175862073898315,0.32725754,0.05882353,0.036145967,0.02048735,0.05563141,0.002052125,0.522848,0.3197211
23,0.05502024254699214,0.027542467417191397,-0.03316708037448934,0.08854397537230084,-0.005051794871345921,-0.18564192528856394,-0.1645120460102446,-0.6496820054858763,1.0,0.32787758111953735,0.101102054,0.09803922,0.027996728,0.02447898,0.00427126,0.0017290604,0.12539852,0.6623506
24,0.382905125396048,0.2091185106683457,-0.09215747651246296,0.1425912878881625,0.00727697756960099,-0.2318099438694907,-0.031590326436761386,-1.0387962821323466,0.527216374874115,0.5460025668144226,0.37847063,0.49019608,0.052326083,0.021150872,0.029233623,0.0016982924,0.023379384,0.73505974
25,0.14614418698986353,0.5724035290418551,-0.1581535564785514,0.138752137784193,0.04454175297366874,-0.2878833793355836,-0.6594410638961655,-0.6324522972648637,0.3474233150482178,0.36712905764579773,0.1597771,1.0,0.02339262,0.020267736,0.046668768,0.0020587607,0.51115835,0.24601594
26,0.719444374385913,0.3860318466659848,-0.11171198477157954,0.16164419203646416,0.02967071136516939,-0.12817609783575604,-0.4372186142770369,-0.7360636609657498,1.0,1.0711137056350708,0.6075296,0.74509805,0.045285687,0.023207227,0.03403004,0.0009373867,0.16578108,0.59462154
27,0.15877719502949675,0.2361051111681794,-0.12477037329328299,0.11224879515838428,0.007957518762200848,-0.21294017112627706,-0.502791948783767,-0.5392139352831237,0.26969167590141296,0.3299064338207245,0.17902511,0.74509805,0.02951406,0.022858609,0.02989882,0.0016253428,0.55579174,0.21812749
28,0.19588916052959912,0.030402503464075803,0.0036246223322516135,0.057621645143353876,-0.010635255170167484,-0.18812226816098637,-0.23252879940245755,-0.8646426614378364,0.2074238806962967,0.20698924362659454,0.30665094,0.21568628,0.037497018,0.019595364,0.035360433,0.0017456966,0.3995749,0.5
29,0.8720490110547824,0.3055996372865141,-0.08416025330625157,0.1336853305533902,0.051573903812596134,-0.19719858831936424,-0.44816706909258897,-0.8260097668656167,1.0,0.996868908405304,0.84705037,0.7254902,0.046619806,0.019877747,0.045128312,0.0014578372,0.16896918,0.59063745
30,0.7658418749009194,0.2691775533795167,-0.20681661079666136,0.1629430570504559,0.14435438425886873,-0.22209622602484672,-0.3079616563877395,-0.7980109832696186,1.0,1.03474760055542,0.52953064,0.47058824,0.0433026,0.020548869,0.14581801,0.0015603907,0.13177471,0.5986056
31,0.10673146883507233,0.4984325416736183,-0.16977065082775394,0.12703863939555543,0.05203462950196283,-0.2836388936002275,-0.7044503396639711,-0.5213053179405052,0.1802075058221817,0.29033923149108887,0.13337058,0.9411765,0.027347934,0.020683475,0.056646712,0.00214366,0.55579174,0.21414343
32,0.042214132867651036,0.21621358425150405,-0.0957293966034751,0.07566705581149734,0.026138364850466746,-0.19460653799079228,-0.5298443247217591,-0.5692162166462825,0.1424756944179535,0.1678021401166916,0.08138508,0.60784316,0.025017703,0.021625591,0.05577145,0.001748729,0.6344315,0.2878486
33,0.22978111602691645,0.3540996999344644,-0.16431682775257347,0.12563883437435486,0.0002959161507792042,-0.19982359629519736,-0.3749397996496713,-0.647349541534662,0.35628923773765564,0.5155916213989258,0.24384491,0.84313726,0.03818508,0.019883843,0.021181248,0.0014399372,0.15727949,0.5986056
34,0.3056530806746525,0.21599409465879585,-0.08490993464535206,0.14516328959267957,0.0023651041646649993,-0.2755807225992029,-0.23476171785335698,-0.7554625714160244,0.4649485945701599,0.5190265774726868,0.33278853,0.4509804,0.04515759,0.025371222,0.008612541,0.0021507074,0.12327311,0.6444223
35,0.3842711132737805,0.2875754866882686,-0.10256680874989495,0.1163207514200438,0.01797310146700978,-0.21128042733945418,-0.49924738696124366,-0.5718381693136024,0.6496900916099548,0.6157689690589905,0.30354065,0.8627451,0.033949856,0.018178089,0.02891853,0.0015407591,0.53347504,0.20318726
36,0.20726461002786573,0.3923972010596626,-0.21018550404666972,0.14497273829509788,0.03402082753654855,-0.2930824353365902,-0.37906786646122337,-0.6859020898094237,0.5701028108596802,0.4183397591114044,0.21046606,0.8039216,0.028626366,0.021478167,0.07775794,0.0020982693,0.1604676,0.6005976
37,0.17168856539485267,0.4036578798051233,-0.15114610626252822,0.1464579365906246,0.017321761089572802,-0.16121625001957737,-0.27295591968523814,-0.8280924358924644,0.41835084557533264,0.5146390795707703,0.17986648,0.84313726,0.02378971,0.019525692,0.03623569,0.0011135093,0.13177471,0.6185259
38,0.24290431159829687,0.2340737146302338,-0.2069793643882725,0.13770435563517638,0.05598709412542338,-0.35405630695679313,-0.2482169418340085,-0.7188852990820528,0.3909282982349396,0.3373374044895172,0.2590654,0.47058824,0.03364421,0.022298211,0.15842174,0.0028675469,0.1328374,0.6513944
39,-0.008000452254754015,0.27630540491995703,-0.0963048042141808,0.06980065162424892,-0.010575804838170347,-0.13271216243187592,-0.5213711098122997,-0.5192837538110832,0.14824886620044708,0.24764497578144073,0.04770969,0.60784316,0.0245632,0.017347386,0.020481043,0.0011954136,0.23060574,0.6185259
40,0.14023373326749924,0.2532952518659502,-0.09663396879842606,0.09048314480659568,-0.0011237410754816684,-0.23970142288503815,-0.4343239666240779,-0.48452009136159385,0.33896973729133606,0.4191324710845947,0.18365954,0.49019608,0.024252206,0.018612852,0.025067395,0.0019368669,0.18384697,0.561753
41,0.4944779952750683,0.19969908083836144,-0.05068009580516728,0.1469812885255817,0.018020445868512397,-0.09985813320831627,-0.5900043509100056,-0.5136181313398096,1.0,0.7875386476516724,0.38095337,0.43137255,0.02881381,0.025674054,0.018835556,0.00073859736,0.5685441,0.18525897
42,0.30899025600668584,0.30385159508290654,-0.12283599856078768,0.13654676778593297,0.010968976155887806,-0.2718359388757986,-0.29077650472989686,-0.8057978966462208,0.37257784605026245,0.4579732120037079,0.32393345,0.6862745,0.03575723,0.019505814,0.037215978,0.0019222101,0.1402763,0.6374502
43,0.17742528109818514,0.40508912744803355,-0.1506965147838629,0.16006538778635296,0.008979115848276502,-0.16381840296335415,-0.19472030612504046,-0.9766262060147335,0.7622669339179993,0.46376296877861023,0.19109392,0.88235295,0.026693428,0.019630505,0.01606974,0.0011026453,0.10520723,0.65537846
44,0.5846292704788868,0.3182746788729087,-0.09027994214030156,0.1405338351529174,0.030544985159010093,-0.18865095406091006,-0.6028522418204875,-0.6072144401346853,0.733813464641571,0.7812331318855286,0.42640102,1.0,0.046128493,0.021350931,0.042082414,0.0013668995,0.5685441,0.20816733
45,0.15210257751341788,0.2946644254817458,-0.15498024428194687,0.11547939143285706,0.013675868384023593,-0.24103356990158847,-0.5475998785968809,-0.530717932816337,0.2552587389945984,0.3022603690624237,0.16954249,0.9019608,0.03146179,0.021285668,0.029968841,0.0018102357,0.5579171,0.21314742
46,0.5090129650744869,0.24388329070878756,-0.23676677702402626,0.13549179833667246,0.056770471889207585,-0.2681404808312537,-0.4122273509959697,-0.6567216933975362,0.6905146837234497,0.5554037690162659,0.4155391,0.49019608,0.04573712,0.020339482,0.1210307,0.0019047592,0.17003188,0.6494024
47,0.08663058431618781,0.05052521424488935,-0.023092145484356168,0.0409415056552444,-0.015521581321250437,-0.30867173866862035,-0.3001730188032773,-0.5229086553164536,0.24185673892498016,0.20547416806221008,0.16140467,0.29411766,0.03957395,0.025714591,0.045443404,0.0034852047,0.5823592,0.2988048
48,0.23331487973512738,0.39661864427715554,-0.15939127089897154,0.1569867893082464,0.016806973302972157,-0.2851469362027522,-0.3094687584275846,-0.8285473590696334,0.31608322262763977,0.4158487021923065,0.25574818,0.84313726,0.02890835,0.019762846,0.02555754,0.0019317883,0.1445271,0.624502
49,0.09099923036057439,0.11870222481371465,-0.03712791395494215,0.04332756718777339,-0.008670747973331646,-0.2213109403470439,-0.4018425163538326,-0.5398749514749366,0.12618711590766907,0.22532100975513458,0.14746693,0.47058824,0.03721995,0.023658602,0.06098799,0.0023263795,0.63124335,0.2868526
50,0.06926586694121326,0.026937847238287523,-0.0968103261652978,0.3911756003066272,-0.0017355466935842718,-0.1486934794804054,-0.289876306178327,-1.0430898656539918,0.11608405411243439,0.10193516314029694,0.18103889,0.1764706,0.14354645,0.14680971,0.0015754647,0.0012822743,0.38788524,0.59561753
